id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
12894,बचा,3,1,15,15.0,2,1,2,2.0,0,0.0,0,1,0
12895,घोड़बच,6,1,15,15.0,4,2,2,2.0,0,0.0,0,2,0
12896,बच,2,1,15,15.0,2,0,2,2.0,0,0.0,0,1,0
12897,उग्रगंधा,8,5,101,20.2,4,4,32,6.4,0,0.0,1,4,0
12898,उग्रगन्धा,9,5,101,20.2,5,4,32,6.4,0,0.0,2,4,0
12899,शतपर्वा,7,6,70,11.666666666666666,5,2,19,3.1666666666666665,60,10.0,1,4,0
12900,शतपर्विका,9,1,15,15.0,6,3,2,2.0,0,0.0,1,5,0
12901,शतपर्व्विका,11,4,56,14.0,7,4,22,5.5,24,6.0,2,5,0
12902,वचा,3,1,15,15.0,2,1,2,2.0,0,0.0,0,1,0
12903,वच,2,1,15,15.0,2,0,2,2.0,0,0.0,0,1,0
12904,वेखंड,5,1,15,15.0,3,2,2,2.0,0,0.0,0,2,0
12905,रक्षोघ्नी,9,1,15,15.0,5,4,2,2.0,0,0.0,2,3,0
