id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
1723,श्रृंखला,8,3,21,7.0,4,4,54,18.0,15,5.0,1,3,0
1724,सिरीज़,6,1,8,8.0,3,3,27,27.0,6,6.0,0,2,0
1725,सीरीज़,6,1,8,8.0,3,3,27,27.0,6,6.0,0,2,0
1726,सिरीज,5,1,8,8.0,3,2,27,27.0,6,6.0,0,2,0
1727,सीरीज,5,1,8,8.0,3,2,27,27.0,6,6.0,0,2,0
1728,सीरिज़,6,1,8,8.0,3,3,27,27.0,6,6.0,0,2,0
1729,सीरिज,5,1,8,8.0,3,2,27,27.0,6,6.0,0,2,0
1730,जंजीर,5,3,23,7.666666666666667,3,2,21,7.0,11,3.6666666666666665,0,2,0
1731,साँकल,5,2,19,9.5,3,2,15,7.5,9,4.5,0,2,0
1732,सिकड़ी,6,3,23,7.666666666666667,3,3,17,5.666666666666667,10,3.3333333333333335,0,2,0
1733,संकल,4,2,19,9.5,3,1,15,7.5,9,4.5,0,2,0
1734,सीकर,4,6,42,7.0,3,1,36,6.0,9,1.5,0,2,0
1735,सीकड़,5,2,15,7.5,3,2,9,4.5,9,4.5,0,2,0
1736,चेन,3,3,23,7.666666666666667,2,1,21,7.0,11,3.6666666666666665,0,1,0
1737,आंदू,4,3,26,8.666666666666666,1,3,30,10.0,10,3.3333333333333335,0,2,0
