id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13873,मंदिरा,6,2,24,12.0,3,3,10,5.0,0,0.0,0,3,1
13874,अस्तबल,6,1,16,16.0,4,2,6,6.0,0,0.0,1,3,0
13875,घुड़साल,7,1,16,16.0,4,3,6,6.0,0,0.0,0,2,0
13876,अश्वशाला,8,1,16,16.0,4,4,6,6.0,0,0.0,1,4,0
13877,हयशाला,6,1,16,16.0,4,2,6,6.0,0,0.0,0,4,1
13878,तुरंगशाला,9,1,16,16.0,5,4,6,6.0,0,0.0,0,5,0
13879,पेलिशाला,8,1,16,16.0,4,4,6,6.0,0,0.0,0,4,1
13880,अश्वशाल,7,1,16,16.0,4,3,6,6.0,0,0.0,1,3,0
13881,तुरंगमशाला,10,1,16,16.0,6,4,6,6.0,0,0.0,0,6,0
13882,अश्वगोष्ठ,9,1,16,16.0,5,4,6,6.0,0,0.0,2,3,0
13883,मंदुरा,6,2,20,10.0,3,3,11,5.5,12,6.0,0,3,0
13884,मन्दुरा,7,2,20,10.0,4,3,11,5.5,12,6.0,1,3,0
13885,मन्दिरा,7,2,24,12.0,4,3,10,5.0,0,0.0,1,3,1
13886,अश्वकुटी,8,1,16,16.0,4,4,6,6.0,0,0.0,1,4,0
13887,आखर,3,7,61,8.714285714285714,2,1,67,9.571428571428571,98,14.0,0,2,0
13888,मँजीरा,6,1,8,8.0,3,3,4,4.0,0,0.0,0,3,0
13889,मंजीरा,6,1,8,8.0,3,3,4,4.0,0,0.0,0,3,0
13890,जोड़ी,5,8,51,6.375,2,3,146,18.25,3,0.375,0,2,0
13891,मजीरा,5,1,8,8.0,3,2,4,4.0,0,0.0,0,3,1
13892,झल्लक,5,2,21,10.5,4,1,8,4.0,0,0.0,1,2,0
