id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10869,समझ,3,2,41,20.5,3,0,28,14.0,27,13.5,0,2,0
10870,बुद्धि,6,2,37,18.5,3,3,46,23.0,9,4.5,1,2,0
10871,अक्ल,4,1,32,32.0,2,2,3,3.0,9,9.0,1,1,0
10872,विवेक,5,2,36,18.0,3,2,13,6.5,10,5.0,0,2,1
10873,मति,3,1,32,32.0,2,1,3,3.0,9,9.0,0,1,1
10874,मनीषा,5,2,57,28.5,3,2,12,6.0,29,14.5,0,3,0
10875,मेधा,4,3,45,15.0,2,2,32,10.666666666666666,9,3.0,0,2,1
10876,बूझ,3,1,32,32.0,2,1,3,3.0,9,9.0,0,1,1
10877,अक़ल,4,1,32,32.0,2,2,3,3.0,9,9.0,0,1,1
10878,अक़्ल,5,1,32,32.0,2,3,3,3.0,9,9.0,1,0,1
10879,अकल,3,1,32,32.0,2,1,3,3.0,9,9.0,0,2,0
10880,मनीषिका,7,1,32,32.0,4,3,3,3.0,9,9.0,0,4,1
10881,प्राज्ञता,9,1,32,32.0,5,4,3,3.0,9,9.0,2,3,0
10882,प्राज्ञत्व,10,1,32,32.0,6,4,3,3.0,9,9.0,3,3,0
10883,अभिबुद्धि,9,1,32,32.0,4,5,3,3.0,9,9.0,1,4,0
10884,प्रतिभान,8,2,72,36.0,5,3,52,26.0,23,11.5,1,4,1
10885,सूझबूझ,6,1,9,9.0,4,2,25,25.0,18,18.0,0,3,1
10886,हिसाब,5,5,39,7.8,3,2,59,11.8,37,7.4,0,2,1
10887,फहम,3,1,9,9.0,3,0,25,25.0,18,18.0,0,2,0
10888,फ़हम,4,1,9,9.0,3,1,25,25.0,18,18.0,0,2,1
