id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5452,गंभीरता,7,2,18,9.0,4,3,13,6.5,0,0.0,0,3,0
5453,गांभीर्य,8,1,12,12.0,4,4,12,12.0,0,0.0,1,3,0
5454,गाम्भीर्य,9,1,12,12.0,5,4,12,12.0,0,0.0,2,3,0
5455,शांतचित्तता,11,1,12,12.0,6,5,12,12.0,0,0.0,1,4,0
5456,स्थिरमनस्कता,12,1,12,12.0,8,4,12,12.0,0,0.0,2,6,0
5457,स्थिरचित्तता,12,1,12,12.0,7,5,12,12.0,0,0.0,2,5,0
5458,उद्वेगहीनता,11,1,12,12.0,6,5,12,12.0,0,0.0,1,5,0
5459,अचंचलता,7,2,32,16.0,4,3,27,13.5,3,1.5,0,4,0
5460,अचपलता,6,1,12,12.0,4,2,12,12.0,0,0.0,0,4,0
5461,अचपलापन,7,1,12,12.0,5,2,12,12.0,0,0.0,0,5,0
5462,वेध,3,4,179,44.75,2,1,100,25.0,61,15.25,0,1,1
5463,संजीदगी,7,1,12,12.0,4,3,12,12.0,0,0.0,0,3,0
5464,गहराई,5,2,9,4.5,3,2,16,8.0,0,0.0,0,3,0
5465,गहनता,5,1,6,6.0,4,1,1,1.0,0,0.0,0,3,0
5466,गहरापन,6,2,9,4.5,5,1,16,8.0,0,0.0,0,4,0
5467,गहराव,5,1,6,6.0,4,1,1,1.0,0,0.0,0,3,0
5468,अनवगाहिता,9,2,7,3.5,5,4,16,8.0,0,0.0,0,6,0
