id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
15274,नर्मदा,6,2,29,14.5,4,2,34,17.0,0,0.0,1,2,1
15275,नर्बदा,6,1,26,26.0,4,2,31,31.0,0,0.0,1,2,1
15276,मुरला,5,2,28,14.0,3,2,62,31.0,0,0.0,0,2,1
15277,मुरंदला,7,1,26,26.0,4,3,31,31.0,0,0.0,0,3,1
15278,इंदुजा,6,1,26,26.0,2,4,31,31.0,0,0.0,0,3,1
15279,इन्दुजा,7,1,26,26.0,3,4,31,31.0,0,0.0,1,3,1
15280,पूर्वगंगा,9,1,26,26.0,5,4,31,31.0,0,0.0,1,4,1
15281,मेकलसुता,8,1,26,26.0,5,3,31,31.0,0,0.0,0,5,0
15282,मेकलकन्या,9,1,26,26.0,6,3,31,31.0,0,0.0,1,5,0
15283,सोमोद्भवा,9,1,26,26.0,5,4,31,31.0,0,0.0,1,3,0
15284,सोमसुता,7,1,26,26.0,4,3,31,31.0,0,0.0,0,4,1
