id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
14351,जबान,4,3,41,13.666666666666666,3,1,27,9.0,275,91.66666666666667,0,2,0
14352,भाषा,4,1,5,5.0,2,2,5,5.0,270,270.0,0,2,0
14353,ज़बान,5,3,41,13.666666666666666,3,2,27,9.0,275,91.66666666666667,0,2,0
14354,भाखा,4,1,5,5.0,2,2,5,5.0,270,270.0,0,2,0
14355,जुबान,5,3,41,13.666666666666666,3,2,27,9.0,275,91.66666666666667,0,2,0
14356,जीभ,3,3,26,8.666666666666666,2,1,15,5.0,8,2.6666666666666665,0,1,0
14357,ज़ुबान,6,1,20,20.0,3,3,2,2.0,4,4.0,0,2,0
14358,जिह्वा,6,1,20,20.0,3,3,2,2.0,4,4.0,1,2,0
14359,रसना,4,1,20,20.0,3,1,2,2.0,4,4.0,0,2,0
14360,जिब्भा,6,1,20,20.0,3,3,2,2.0,4,4.0,1,2,0
14361,जिभ्या,6,1,20,20.0,3,3,2,2.0,4,4.0,1,2,0
14362,जीह,3,1,20,20.0,2,1,2,2.0,4,4.0,0,1,0
14363,जीभड़िया,8,1,20,20.0,4,4,2,2.0,4,4.0,0,4,0
14364,रसनेंद्रिय,10,1,20,20.0,6,4,2,2.0,4,4.0,1,5,0
14365,रसनेन्द्रिय,11,1,20,20.0,7,4,2,2.0,4,4.0,2,5,0
14366,मुखचीरी,7,1,20,20.0,4,3,2,2.0,4,4.0,0,4,0
14367,रसमाता,6,1,20,20.0,4,2,2,2.0,4,4.0,0,4,0
14368,रसमातृका,8,1,20,20.0,5,3,2,2.0,4,4.0,0,5,0
14369,वादा,4,1,16,16.0,2,2,20,20.0,1,1.0,0,2,0
14370,वायदा,5,1,16,16.0,3,2,20,20.0,1,1.0,0,2,0
14371,क़ौल,4,1,16,16.0,2,2,20,20.0,1,1.0,0,1,0
14372,इक़रार,6,2,27,13.5,3,3,38,19.0,21,10.5,0,2,0
14373,इकरार,5,2,27,13.5,3,2,38,19.0,21,10.5,0,3,0
14374,कौल,3,2,19,9.5,2,1,35,17.5,1,0.5,0,1,0
