id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
8836,कुत्ता,6,6,53,8.833333333333334,3,3,92,15.333333333333334,20,3.3333333333333335,1,2,0
8837,कुक्कुर,7,2,42,21.0,4,3,43,21.5,20,10.0,1,2,0
8838,कुकुर,5,6,81,13.5,3,2,77,12.833333333333334,20,3.3333333333333335,0,2,0
8839,श्वान,5,2,42,21.0,3,2,43,21.5,20,10.0,1,2,0
8840,गृहप,4,4,51,12.75,3,1,72,18.0,20,5.0,0,2,0
8841,सालावृक,7,5,88,17.6,4,3,88,17.6,45,9.0,0,3,1
8842,दीर्घजिह्वी,11,2,42,21.0,6,5,43,21.5,20,10.0,2,4,0
8843,दीर्घरत,7,1,34,34.0,5,2,9,9.0,20,20.0,1,3,0
8844,दीर्घसुरत,9,1,34,34.0,6,3,9,9.0,20,20.0,1,4,0
8845,वक्रपुच्छ,9,1,34,34.0,6,3,9,9.0,20,20.0,2,3,0
8846,मृगाराति,8,1,34,34.0,4,4,9,9.0,20,20.0,0,4,0
8847,पुरोगति,7,1,34,34.0,4,3,9,9.0,20,20.0,0,3,0
8848,रतकील,5,1,34,34.0,4,1,9,9.0,20,20.0,0,3,0
8849,शालावृक,7,6,128,21.333333333333332,4,3,55,9.166666666666666,323,53.833333333333336,0,3,1
8850,वृकदंश,6,1,34,34.0,4,2,9,9.0,20,20.0,0,3,0
8851,वृकाराति,8,1,34,34.0,4,4,9,9.0,20,20.0,0,4,0
8852,वृकारि,6,1,34,34.0,3,3,9,9.0,20,20.0,0,3,0
8853,शालामृग,7,2,63,31.5,4,3,12,6.0,45,22.5,0,3,0
8854,शिवाराति,8,1,34,34.0,4,4,9,9.0,20,20.0,0,4,0
8855,शुनक,4,2,36,18.0,3,1,16,8.0,20,10.0,0,2,0
8856,नखायुध,6,3,58,19.333333333333332,4,2,38,12.666666666666666,41,13.666666666666666,0,3,0
8857,ठेगड़ी,6,1,34,34.0,3,3,9,9.0,20,20.0,0,2,0
8858,जिह्वालिह,9,1,34,34.0,5,4,9,9.0,20,20.0,1,3,0
8859,शवकाम्य,7,1,34,34.0,5,2,9,9.0,20,20.0,1,4,0
8860,मृगदेशक,7,1,34,34.0,5,2,9,9.0,20,20.0,0,4,0
8861,मृगदेश,6,1,34,34.0,4,2,9,9.0,20,20.0,0,3,0
8862,पुरोगामी,8,3,47,15.666666666666666,4,4,28,9.333333333333334,118,39.333333333333336,0,4,1
8863,नखरायुध,7,9,182,20.22222222222222,5,2,170,18.88888888888889,68,7.555555555555555,0,4,0
8864,ट्रिगर,6,2,6,3.0,4,2,32,16.0,0,0.0,1,3,0
8865,घोड़ा,5,9,72,8.0,2,3,82,9.11111111111111,134,14.88888888888889,0,2,0
8866,लिबलिबी,7,1,5,5.0,4,3,13,13.0,0,0.0,0,4,0
8867,चुटकी,5,13,25,1.9230769230769231,3,2,140,10.76923076923077,0,0.0,0,2,0
8868,आवारा,5,1,4,4.0,2,3,15,15.0,0,0.0,0,3,0
8869,लुच्चा,6,2,16,8.0,3,3,30,15.0,5,2.5,1,2,0
8870,लुंगाड़ा,8,2,16,8.0,3,5,30,15.0,5,2.5,0,2,0
