id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10354,घरेलू,5,7,33,4.714285714285714,3,2,0,0.0,0,0.0,0,3,0
10355,स्वदेशी,7,1,1,1.0,4,3,10,10.0,0,0.0,1,4,0
10356,देशी,4,2,12,6.0,2,2,0,0.0,0,0.0,0,2,0
10357,स्वदेशीय,8,1,7,7.0,5,3,0,0.0,0,0.0,1,5,0
10358,देशीय,5,2,12,6.0,3,2,0,0.0,0,0.0,0,3,0
10359,देसी,4,2,14,7.0,2,2,40,20.0,202,101.0,0,2,0
10360,देशज,4,3,11,3.6666666666666665,3,1,0,0.0,0,0.0,0,2,0
10361,पारिवारिक,9,1,7,7.0,5,4,0,0.0,0,0.0,0,4,0
10362,कुटुंबीय,8,1,7,7.0,4,4,0,0.0,0,0.0,0,4,0
10363,कौटुंबिक,8,1,7,7.0,4,4,0,0.0,0,0.0,0,3,0
10364,कुटुम्बीय,9,1,7,7.0,5,4,0,0.0,0,0.0,1,4,0
10365,कौटुम्बिक,9,1,7,7.0,5,4,0,0.0,0,0.0,1,3,0
10366,परिवारीय,8,1,7,7.0,5,3,0,0.0,0,0.0,0,5,0
10367,पालतू,5,1,3,3.0,3,2,0,0.0,0,0.0,0,2,0
10368,पालू,4,1,3,3.0,2,2,0,0.0,0,0.0,0,2,0
10369,मुल्की,6,1,5,5.0,3,3,0,0.0,0,0.0,1,2,0
10370,गृहोपयोगी,9,1,2,2.0,5,4,0,0.0,0,0.0,0,5,0
10371,घरू,3,1,5,5.0,2,1,0,0.0,0,0.0,0,1,0
10372,खानगी,5,1,5,5.0,3,2,0,0.0,0,0.0,0,2,0
10373,आवसथ्य,6,1,2,2.0,4,2,73,73.0,0,0.0,1,4,0
10374,गृहनिर्मित,10,1,4,4.0,6,4,0,0.0,0,0.0,1,4,0
10375,होममेड,6,1,4,4.0,4,2,0,0.0,0,0.0,0,3,0
