id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
14834,त्वचा,5,1,11,11.0,3,2,6,6.0,19,19.0,1,2,0
14835,चमड़ी,5,2,23,11.5,3,2,17,8.5,34,17.0,0,2,1
14836,चमड़ा,5,2,23,11.5,3,2,17,8.5,34,17.0,0,2,1
14837,चर्म,4,2,23,11.5,3,1,17,8.5,34,17.0,1,1,1
14838,चाम,3,2,23,11.5,2,1,17,8.5,34,17.0,0,1,1
14839,खाल,3,2,23,11.5,2,1,17,8.5,34,17.0,0,1,1
14840,अवभासिनी,8,1,11,11.0,4,4,6,6.0,19,19.0,0,5,1
14841,शल्लक,5,2,20,10.0,4,1,13,6.5,19,9.5,1,2,1
14842,शल्ल,4,3,40,13.333333333333334,3,1,21,7.0,55,18.333333333333332,1,1,1
14843,स्किन,5,1,11,11.0,3,2,6,6.0,19,19.0,1,2,0
