id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13220,साझेदारी,8,1,15,15.0,4,4,15,15.0,6,6.0,0,4,0
13221,भागीदारी,8,1,15,15.0,4,4,15,15.0,6,6.0,0,4,0
13222,हिस्सेदारी,10,1,15,15.0,5,5,15,15.0,6,6.0,1,4,0
13223,साझीदारी,8,1,15,15.0,4,4,15,15.0,6,6.0,0,4,0
13224,भागिता,6,1,15,15.0,3,3,15,15.0,6,6.0,0,3,0
13225,शरीकत,5,1,15,15.0,4,1,15,15.0,6,6.0,0,3,0
13226,शराकत,5,1,15,15.0,4,1,15,15.0,6,6.0,0,3,0
13227,शिरकत,5,2,16,8.0,4,1,39,19.5,6,3.0,0,3,0
13228,इजमाल,5,1,15,15.0,3,2,15,15.0,6,6.0,0,3,0
13229,पार्टनरशिप,10,1,15,15.0,7,3,15,15.0,6,6.0,1,5,0
13230,इश्तिराक,8,3,38,12.666666666666666,4,4,34,11.333333333333334,20,6.666666666666667,1,3,0
13231,इश्तराक,7,3,38,12.666666666666666,4,3,34,11.333333333333334,20,6.666666666666667,1,3,0
13232,इशतिराक,7,3,38,12.666666666666666,4,3,34,11.333333333333334,20,6.666666666666667,0,4,0
13233,इशतराक,6,3,38,12.666666666666666,4,2,34,11.333333333333334,20,6.666666666666667,0,4,0
