id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
14267,विधायी,6,5,52,10.4,3,3,44,8.8,107,21.4,0,3,0
14268,किराया,6,4,21,5.25,3,3,32,8.0,11,2.75,0,3,0
14269,भाड़ा,5,3,17,5.666666666666667,2,3,24,8.0,11,3.6666666666666665,0,2,0
14270,शुल्क,5,2,13,6.5,3,2,36,18.0,26,13.0,1,1,0
14271,उजरत,4,3,18,6.0,3,1,40,13.333333333333334,149,49.666666666666664,0,3,0
14272,हाटक,4,2,63,31.5,3,1,12,6.0,23,11.5,0,2,1
14273,कर्मण्या,8,2,14,7.0,5,3,36,18.0,44,22.0,2,3,0
14274,मजदूरी,6,2,8,4.0,4,2,11,5.5,106,53.0,0,4,0
14275,मजूरी,5,2,8,4.0,3,2,11,5.5,106,53.0,0,3,0
14276,मज़दूरी,7,2,8,4.0,4,3,11,5.5,106,53.0,0,3,0
14277,उच्चारण,7,2,10,5.0,4,3,10,5.0,3,1.5,1,3,0
14278,उच्चार,6,1,8,8.0,3,3,5,5.0,3,3.0,1,2,0
14279,उच्चरण,6,1,8,8.0,4,2,5,5.0,3,3.0,1,3,0
14280,उचार,4,1,8,8.0,2,2,5,5.0,3,3.0,0,2,0
14281,उचारन,5,1,8,8.0,3,2,5,5.0,3,3.0,0,3,0
14282,उचराई,5,2,10,5.0,2,3,10,5.0,3,1.5,0,3,0
14283,तलफ़्फ़ुज़,10,1,8,8.0,5,5,5,5.0,3,3.0,1,2,0
