id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11171,आक्रोश,6,3,31,10.333333333333334,3,3,29,9.666666666666666,20,6.666666666666667,1,2,1
11172,क्रोध,5,1,27,27.0,3,2,22,22.0,20,20.0,1,2,1
11173,गुस्सा,6,1,27,27.0,3,3,22,22.0,20,20.0,1,2,0
11174,कोप,3,2,45,22.5,2,1,28,14.0,20,10.0,0,1,1
11175,रोष,3,1,27,27.0,2,1,22,22.0,20,20.0,0,1,1
11176,रुष्टि,6,2,45,22.5,3,3,28,14.0,20,10.0,1,2,1
11177,खुन्नस,6,1,27,27.0,4,2,22,22.0,20,20.0,1,2,1
11178,खुनस,4,1,27,27.0,3,1,22,22.0,20,20.0,0,2,0
11179,अमर्ष,5,4,56,14.0,3,2,50,12.5,29,7.25,1,2,1
11180,अनखाहट,6,2,45,22.5,4,2,28,14.0,20,10.0,0,4,0
11181,अमरख,4,2,29,14.5,3,1,29,14.5,20,10.0,0,3,0
11182,रिस,3,1,27,27.0,2,1,22,22.0,20,20.0,0,1,0
11183,रीस,3,2,53,26.5,2,1,38,19.0,20,10.0,0,1,1
11184,अमर्षण,6,2,33,16.5,4,2,38,19.0,20,10.0,1,3,1
11185,व्यारोष,7,1,27,27.0,4,3,22,22.0,20,20.0,1,3,1
11186,कामानुज,7,1,27,27.0,4,3,22,22.0,20,20.0,0,3,1
11187,असूया,5,4,55,13.75,2,3,64,16.0,20,5.0,0,3,1
11188,आमर्ष,5,3,34,11.333333333333334,3,2,45,15.0,20,6.666666666666667,1,2,0
11189,मत्सर,5,2,53,26.5,4,1,38,19.0,20,10.0,1,2,1
11190,कोसना,5,1,3,3.0,3,2,1,1.0,0,0.0,0,2,1
11191,अवक्रोश,7,4,23,5.75,4,3,20,5.0,0,0.0,1,3,0
