id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2182,स्वतंत्र,8,2,26,13.0,5,3,0,0.0,0,0.0,2,4,0
2183,स्वतन्त्र,9,2,26,13.0,6,3,0,0.0,0,0.0,3,4,0
2184,स्वाधीन,7,1,16,16.0,4,3,0,0.0,0,0.0,1,3,1
2185,आज़ाद,5,2,16,8.0,2,3,8,4.0,0,0.0,0,2,0
2186,आजाद,4,2,16,8.0,2,2,8,4.0,0,0.0,0,2,0
2187,अजाद,4,2,31,15.5,2,2,0,0.0,0,0.0,0,2,0
2188,अदास,4,1,16,16.0,2,2,0,0.0,0,0.0,0,2,0
2189,अनन्याश्रित,11,1,16,16.0,6,5,0,0.0,0,0.0,2,4,0
2190,अनपाश्रय,8,1,16,16.0,5,3,0,0.0,0,0.0,1,4,0
2191,अनधीन,5,1,16,16.0,3,2,0,0.0,0,0.0,0,3,1
2192,अनायत्त,7,1,16,16.0,4,3,0,0.0,0,0.0,1,3,0
2193,अनिर्बंध,8,2,54,27.0,4,4,0,0.0,0,0.0,1,3,0
2194,अनिर्बन्ध,9,2,54,27.0,5,4,0,0.0,0,0.0,2,3,0
2195,अपरतंत्र,8,1,16,16.0,5,3,0,0.0,0,0.0,1,5,1
2196,अपवश,4,2,17,8.5,3,1,0,0.0,0,0.0,0,3,0
2197,आजादाना,7,1,16,16.0,3,4,0,0.0,0,0.0,0,4,1
2198,स्वच्छंद,8,2,28,14.0,5,3,0,0.0,0,0.0,2,3,1
2199,स्वच्छन्द,9,2,28,14.0,6,3,0,0.0,0,0.0,3,3,1
2200,स्वेच्छाचारी,12,2,28,14.0,6,6,0,0.0,0,0.0,2,5,1
2201,इच्छाचारी,9,2,11,5.5,4,5,0,0.0,0,0.0,1,4,0
2202,अबाधित,6,2,48,24.0,3,3,0,0.0,0,0.0,0,3,0
2203,निर्द्वंद्व,11,4,33,8.25,6,5,0,0.0,0,0.0,3,2,1
2204,निर्द्वन्द्व,12,4,33,8.25,7,5,0,0.0,0,0.0,4,2,1
2205,ईहग,3,1,6,6.0,2,1,0,0.0,0,0.0,0,2,0
