id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
7653,अत्यन्त,7,1,32,32.0,4,3,0,0.0,0,0.0,2,2,0
7654,अत्यधिक,7,1,32,32.0,4,3,0,0.0,0,0.0,1,3,0
7655,प्रचुर,6,1,32,32.0,4,2,0,0.0,0,0.0,1,3,0
7656,ढेरों,5,3,45,15.0,2,3,45,15.0,357,119.0,0,2,0
7657,बेहद,4,2,70,35.0,3,1,0,0.0,0,0.0,0,2,0
7658,बेशुमार,7,2,60,30.0,4,3,0,0.0,0,0.0,0,3,0
7659,बेतहाशा,7,1,32,32.0,4,3,0,0.0,0,0.0,0,4,0
7660,विपुल,5,1,1,1.0,3,2,2,2.0,0,0.0,0,2,0
7661,कितना,5,2,34,17.0,3,2,0,0.0,0,0.0,0,2,0
7662,कित्ता,6,2,34,17.0,3,3,0,0.0,0,0.0,1,2,0
7663,अत्यंत,6,1,32,32.0,3,3,0,0.0,0,0.0,1,2,0
7664,बेहिसामाम,9,1,32,32.0,5,4,0,0.0,0,0.0,0,4,0
7665,इफरात,5,1,31,31.0,3,2,18,18.0,7,7.0,0,3,0
7666,इफ़रात,6,1,31,31.0,3,3,18,18.0,7,7.0,0,2,0
7667,अतिशय,5,1,32,32.0,3,2,0,0.0,0,0.0,0,3,0
7668,अच्छाखासा,9,1,32,32.0,4,5,0,0.0,0,0.0,1,4,0
