id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
9326,फौजी,4,1,14,14.0,2,2,15,15.0,23,23.0,0,2,0
9327,सैनिक,5,2,20,10.0,3,2,30,15.0,26,13.0,0,2,0
9328,योद्धा,6,2,39,19.5,3,3,30,15.0,38,19.0,1,2,0
9329,योधा,4,2,39,19.5,2,2,30,15.0,38,19.0,0,2,0
9330,जोधा,4,2,39,19.5,2,2,30,15.0,38,19.0,0,2,0
9331,सिपाही,6,5,60,12.0,3,3,53,10.6,62,12.4,0,3,0
9332,पलटनिया,7,1,14,14.0,5,2,15,15.0,23,23.0,0,5,0
9333,फ़ौज़ी,6,1,14,14.0,2,4,15,15.0,23,23.0,0,2,0
9334,फ़ौजी,5,1,14,14.0,2,3,15,15.0,23,23.0,0,2,0
9335,लड़ाका,6,2,39,19.5,3,3,30,15.0,38,19.0,0,3,0
9336,जवान,4,4,35,8.75,3,1,43,10.75,50,12.5,0,2,0
9337,जवाँ,4,2,24,12.0,2,2,21,10.5,44,22.0,0,2,0
9338,जंवा,4,1,14,14.0,2,2,15,15.0,23,23.0,0,2,0
