id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2744,द्वंद्व,7,3,17,5.666666666666667,4,3,51,17.0,9,3.0,2,2,0
2745,संघर्ष,6,1,9,9.0,4,2,16,16.0,9,9.0,1,2,0
2746,जंग,3,4,59,14.75,2,1,28,7.0,62,15.5,0,1,0
2747,लड़ाई,5,5,96,19.2,2,3,52,10.4,110,22.0,0,2,0
2748,जद्दोजहद,8,2,25,12.5,6,2,24,12.0,52,26.0,1,4,1
2749,द्वन्द्व,8,3,17,5.666666666666667,5,3,51,17.0,9,3.0,3,2,0
2750,आस्फालन,7,4,26,6.5,4,3,50,12.5,13,3.25,1,3,0
2751,तसादम,5,2,16,8.0,4,1,17,8.5,9,4.5,0,3,0
2752,द्वंद्वयुद्ध,12,1,5,5.0,7,5,34,34.0,0,0.0,3,4,0
2753,मल्लयुद्ध,9,2,16,8.0,6,3,46,23.0,1,0.5,2,3,0
