id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2382,व्यास,5,4,21,5.25,3,2,50,12.5,0,0.0,1,2,0
2383,वेदव्यास,8,1,11,11.0,5,3,4,4.0,0,0.0,1,3,0
2384,कानीन,5,2,30,15.0,3,2,6,3.0,0,0.0,0,2,0
2385,पाराशर,6,1,11,11.0,4,2,4,4.0,0,0.0,0,3,0
2386,बादरायण,7,1,11,11.0,5,2,4,4.0,0,0.0,0,4,0
2387,वादरायण,7,1,11,11.0,5,2,4,4.0,0,0.0,0,4,0
2388,वासवेय,6,1,11,11.0,4,2,4,4.0,0,0.0,0,4,0
2389,सात्यवत,7,1,11,11.0,5,2,4,4.0,0,0.0,1,3,0
2390,ब्यास,5,2,8,4.0,3,2,41,20.5,0,0.0,1,2,0
2391,विपाशा,6,1,6,6.0,3,3,31,31.0,0,0.0,0,3,0
2392,डायमीटर,7,1,2,2.0,5,2,5,5.0,0,0.0,0,4,0
