id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
7227,महरी,4,3,29,9.666666666666666,3,1,76,25.333333333333332,11,3.6666666666666665,0,2,0
7228,नौकरानी,7,1,22,22.0,4,3,31,31.0,11,11.0,0,4,0
7229,अनुचरी,6,1,22,22.0,3,3,31,31.0,11,11.0,0,3,0
7230,सेविका,6,1,22,22.0,3,3,31,31.0,11,11.0,0,3,0
7231,दासी,4,1,22,22.0,2,2,31,31.0,11,11.0,0,2,0
7232,चेरी,4,3,24,8.0,2,2,39,13.0,11,3.6666666666666665,0,2,0
7233,दाई,3,6,44,7.333333333333333,1,2,177,29.5,27,4.5,0,1,0
7234,लौंड़ी,6,1,22,22.0,2,4,31,31.0,11,11.0,0,2,0
7235,लौंढिया,7,1,22,22.0,3,4,31,31.0,11,11.0,0,3,0
7236,लौंडी,5,1,22,22.0,2,3,31,31.0,11,11.0,0,2,0
7237,बाँदी,5,1,22,22.0,2,3,31,31.0,11,11.0,0,2,0
7238,ख़ादिमा,7,1,22,22.0,3,4,31,31.0,11,11.0,0,3,0
7239,महरि,4,3,29,9.666666666666666,3,1,76,25.333333333333332,11,3.6666666666666665,0,2,0
7240,परिचारिका,9,2,26,13.0,5,4,62,31.0,16,8.0,0,5,0
7241,बाई,3,5,30,6.0,1,2,74,14.8,44,8.8,0,1,0
7242,चाकरानी,7,1,22,22.0,4,3,31,31.0,11,11.0,0,4,0
7243,चकरानी,6,1,22,22.0,4,2,31,31.0,11,11.0,0,4,0
7244,टहलनी,5,2,23,11.5,4,1,40,20.0,11,5.5,0,3,0
7245,खादिमा,6,1,22,22.0,3,3,31,31.0,11,11.0,0,3,0
7246,कनीज,4,1,22,22.0,3,1,31,31.0,11,11.0,0,2,0
7247,कनीज़,5,1,22,22.0,3,2,31,31.0,11,11.0,0,2,0
7248,अभिसारिणी,9,2,23,11.5,4,5,62,31.0,11,5.5,0,5,0
7249,ग्वालिन,7,4,27,6.75,4,3,131,32.75,0,0.0,1,3,0
7250,दहिंगल,6,1,5,5.0,4,2,43,43.0,0,0.0,0,3,0
7251,ग्वालन,6,4,27,6.75,4,2,131,32.75,0,0.0,1,3,0
