id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5412,खैरियत,6,1,13,13.0,4,2,15,15.0,0,0.0,0,3,0
5413,कुशल,4,1,13,13.0,3,1,15,15.0,0,0.0,0,2,0
5414,खैर,3,3,35,11.666666666666666,2,1,52,17.333333333333332,8,2.6666666666666665,0,1,0
5415,ख़ैर,4,1,13,13.0,2,2,15,15.0,0,0.0,0,1,0
5416,ख़ैरियत,7,1,13,13.0,4,3,15,15.0,0,0.0,0,3,0
5417,कुशलक्षेम,9,1,13,13.0,6,3,15,15.0,0,0.0,1,4,0
5418,राजीखुशी,8,1,13,13.0,4,4,15,15.0,0,0.0,0,4,0
5419,अनामय,5,2,23,11.5,3,2,31,15.5,0,0.0,0,3,0
5420,आफ़ियत,6,1,13,13.0,3,3,15,15.0,0,0.0,0,3,0
5421,आफियत,5,1,13,13.0,3,2,15,15.0,0,0.0,0,3,0
