id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
6779,अभिलेख,6,2,21,10.5,3,3,13,6.5,67,33.5,0,3,0
6780,दस्तावेज़,9,3,26,8.666666666666666,5,4,14,4.666666666666667,67,22.333333333333332,1,3,0
6781,दस्तावेज,8,3,26,8.666666666666666,5,3,14,4.666666666666667,67,22.333333333333332,1,3,0
6782,प्रलेख,6,2,14,7.0,4,2,19,9.5,55,27.5,1,3,0
6783,काग़ज़,6,2,16,8.0,3,3,14,7.0,88,44.0,0,1,0
6784,कागज,4,2,16,8.0,3,1,14,7.0,88,44.0,0,2,0
6785,पेपर,4,4,36,9.0,3,1,23,5.75,98,24.5,0,2,0
6786,आलेख,4,2,12,6.0,2,2,10,5.0,12,6.0,0,2,0
6787,रिकॉर्ड,7,4,31,7.75,4,3,15,3.75,12,3.0,1,2,0
6788,रिकार्ड,7,4,31,7.75,4,3,15,3.75,12,3.0,1,2,0
6789,रेकार्ड,7,4,31,7.75,4,3,15,3.75,12,3.0,1,2,0
6790,रेकॉर्ड,7,4,31,7.75,4,3,15,3.75,12,3.0,1,2,0
6791,तहरीर,5,4,26,6.5,4,1,44,11.0,22,5.5,0,3,0
