id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
15292,मेहमान,6,2,29,14.5,4,2,29,14.5,16,8.0,0,3,0
15293,आमंत्रित,8,1,15,15.0,4,4,14,14.0,0,0.0,1,3,0
15294,निमंत्रित,9,1,15,15.0,5,4,14,14.0,0,0.0,1,3,0
15295,निमन्त्रित,10,1,15,15.0,6,4,14,14.0,0,0.0,2,3,0
15296,नेवतहरी,7,1,15,15.0,5,2,14,14.0,0,0.0,0,4,0
15297,न्योतहरी,8,1,15,15.0,5,3,14,14.0,0,0.0,1,4,0
15298,न्योतहरा,8,1,15,15.0,5,3,14,14.0,0,0.0,1,4,0
15299,न्योताहरी,9,1,15,15.0,5,4,14,14.0,0,0.0,1,4,0
15300,न्योतारी,8,1,15,15.0,4,4,14,14.0,0,0.0,1,4,0
15301,नेवतारी,7,1,15,15.0,4,3,14,14.0,0,0.0,0,4,0
15302,अतिथि,5,2,17,8.5,2,3,28,14.0,16,8.0,0,3,0
15303,पाहुन,5,1,14,14.0,3,2,15,15.0,16,16.0,0,2,0
15304,पाहुना,6,2,23,11.5,3,3,30,15.0,20,10.0,0,3,0
15305,आगंतुक,6,3,19,6.333333333333333,3,3,52,17.333333333333332,16,5.333333333333333,0,3,0
15306,आगन्तुक,7,3,19,6.333333333333333,4,3,52,17.333333333333332,16,5.333333333333333,1,3,0
15307,अभ्यागत,7,2,16,8.0,4,3,30,15.0,16,8.0,1,3,0
15308,आगत,3,1,14,14.0,2,1,15,15.0,16,16.0,0,2,0
15309,समागत,5,1,14,14.0,4,1,15,15.0,16,16.0,0,3,0
15310,संचारी,6,5,69,13.8,3,3,43,8.6,112,22.4,0,3,0
15311,सञ्चारी,7,5,69,13.8,4,3,43,8.6,112,22.4,1,3,0
15312,प्राघूर्ण,9,1,14,14.0,5,4,15,15.0,16,16.0,2,3,0
15313,प्राघूर्णिक,11,1,14,14.0,6,5,15,15.0,16,16.0,2,4,0
15314,प्राघूणिक,9,1,14,14.0,5,4,15,15.0,16,16.0,1,4,0
