id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10301,दरिद्रता,8,1,29,29.0,5,3,2,2.0,16,16.0,1,3,0
10302,गरीबी,5,1,29,29.0,3,2,2,2.0,16,16.0,0,3,0
10303,निर्धनता,8,1,29,29.0,5,3,2,2.0,16,16.0,1,3,0
10304,दीनता,5,1,29,29.0,3,2,2,2.0,16,16.0,0,2,0
10305,दैन्य,5,1,29,29.0,3,2,2,2.0,16,16.0,1,2,0
10306,ग़रीबी,6,1,29,29.0,3,3,2,2.0,16,16.0,0,3,0
10307,विपन्नता,8,1,29,29.0,5,3,2,2.0,16,16.0,1,3,0
10308,दारिद्र्य,9,1,29,29.0,5,4,2,2.0,16,16.0,2,3,0
10309,कंगाली,6,2,45,22.5,3,3,31,15.5,16,8.0,0,3,0
10310,कंगालपन,7,1,29,29.0,5,2,2,2.0,16,16.0,0,4,0
10311,रंकता,5,1,29,29.0,3,2,2,2.0,16,16.0,0,2,0
10312,तंगहाली,7,1,29,29.0,4,3,2,2.0,16,16.0,0,4,0
10313,फकीरी,5,2,31,15.5,3,2,17,8.5,16,8.0,0,3,0
10314,फ़क़ीरी,7,2,31,15.5,3,4,17,8.5,16,8.0,0,3,0
10315,तंगदस्ती,8,1,29,29.0,5,3,2,2.0,16,16.0,1,4,0
10316,क्षुद्रता,9,2,54,27.0,5,4,28,14.0,16,8.0,2,3,0
10317,मुफ़लिसी,8,1,29,29.0,4,4,2,2.0,16,16.0,0,3,0
10318,मुफलिसी,7,1,29,29.0,4,3,2,2.0,16,16.0,0,4,0
10319,अनैश्वर्य,9,2,30,15.0,5,4,3,1.5,16,8.0,2,4,0
10320,मिसकीनी,7,1,29,29.0,4,3,2,2.0,16,16.0,0,4,0
10321,मिसकीनता,8,1,29,29.0,5,3,2,2.0,16,16.0,0,4,0
10322,कालकर्णिका,10,1,29,29.0,6,4,2,2.0,16,16.0,1,5,0
10323,बेकसी,5,2,32,16.0,3,2,17,8.5,16,8.0,0,2,0
10324,विधनता,6,1,29,29.0,4,2,2,2.0,16,16.0,0,3,0
10325,दरिद्राण,8,1,29,29.0,5,3,2,2.0,16,16.0,1,3,0
10326,अकिंचनता,8,2,36,18.0,4,4,17,8.5,16,8.0,0,4,0
