id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10765,टोटी,4,2,24,12.0,2,2,16,8.0,1,0.5,0,2,0
10766,घाटा,4,1,22,22.0,2,2,4,4.0,1,1.0,0,2,0
10767,हरज़ा,5,2,30,15.0,3,2,21,10.5,1,0.5,0,2,0
10768,हरजा,4,2,30,15.0,3,1,21,10.5,1,0.5,0,2,0
10769,हर्ज़ा,6,2,30,15.0,3,3,21,10.5,1,0.5,1,1,0
10770,हर्जा,5,2,30,15.0,3,2,21,10.5,1,0.5,1,2,0
10771,टूट,3,2,26,13.0,2,1,14,7.0,6,3.0,0,1,0
10772,टोटा,4,2,24,12.0,2,2,16,8.0,1,0.5,0,2,0
10773,छीज,3,1,22,22.0,2,1,4,4.0,1,1.0,0,1,0
10774,मरायल,5,1,22,22.0,4,1,4,4.0,1,1.0,0,3,0
10775,रेष,3,2,29,14.5,2,1,44,22.0,2,1.0,0,1,0
10776,अलाभ,4,1,22,22.0,2,2,4,4.0,1,1.0,0,2,0
10777,चरका,4,5,43,8.6,3,1,83,16.6,1,0.2,0,2,0
10778,कारतूस,6,1,2,2.0,4,2,12,12.0,0,0.0,0,3,0
