id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
15020,कुआँ,4,2,28,14.0,1,3,22,11.0,9,4.5,0,1,0
15021,कूप,3,2,28,14.0,2,1,22,11.0,9,4.5,0,1,0
15022,कुवाँ,5,2,28,14.0,2,3,22,11.0,9,4.5,0,2,0
15023,कुँआँ,5,2,28,14.0,1,4,22,11.0,9,4.5,0,1,0
15024,कुँवाँ,6,2,28,14.0,2,4,22,11.0,9,4.5,0,2,0
15025,कूआँ,4,2,28,14.0,1,3,22,11.0,9,4.5,0,1,0
15026,कूवाँ,5,2,28,14.0,2,3,22,11.0,9,4.5,0,2,0
15027,कूवा,4,2,28,14.0,2,2,22,11.0,9,4.5,0,2,0
15028,इँदारा,6,1,19,19.0,2,4,16,16.0,9,9.0,0,3,0
15029,इंदारा,6,1,19,19.0,2,4,16,16.0,9,9.0,0,3,0
15030,इनारा,5,1,19,19.0,2,3,16,16.0,9,9.0,0,3,0
15031,चुंडा,5,1,19,19.0,2,3,16,16.0,9,9.0,0,2,0
15032,जलात्मिका,9,2,42,21.0,5,4,20,10.0,15,7.5,1,4,0
15033,अवट,3,4,54,13.5,2,1,61,15.25,160,40.0,0,2,1
15034,अंधु,4,1,19,19.0,1,3,16,16.0,9,9.0,0,2,0
15035,अन्धु,5,1,19,19.0,2,3,16,16.0,9,9.0,1,2,0
15036,वेल,3,2,11,5.5,2,1,12,6.0,0,0.0,0,1,0
