id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5194,आयतन,4,4,43,10.75,3,1,79,19.75,209,52.25,0,3,0
5195,गृह,3,2,26,13.0,2,1,45,22.5,160,80.0,0,1,0
5196,मकान,4,1,22,22.0,3,1,31,31.0,160,160.0,0,2,0
5197,सदन,3,5,26,5.2,3,0,127,25.4,165,33.0,0,2,0
5198,आलय,3,1,22,22.0,2,1,31,31.0,160,160.0,0,2,0
5199,निकेतन,6,1,22,22.0,4,2,31,31.0,160,160.0,0,3,0
5200,निलय,4,2,25,12.5,3,1,33,16.5,160,80.0,0,2,0
5201,निषदन,5,1,22,22.0,4,1,31,31.0,160,160.0,0,3,0
5202,आगर,3,9,92,10.222222222222221,2,1,142,15.777777777777779,526,58.44444444444444,0,2,0
5203,आरामगाह,7,2,26,13.0,4,3,20,10.0,0,0.0,0,4,0
5204,विश्रांतिगृह,12,1,17,17.0,6,6,14,14.0,0,0.0,1,4,0
5205,विश्रान्तिगृह,13,1,17,17.0,7,6,14,14.0,0,0.0,2,4,0
5206,आरामगृह,7,1,17,17.0,4,3,14,14.0,0,0.0,0,4,0
5207,विश्रामगृह,10,1,17,17.0,6,4,14,14.0,0,0.0,1,4,0
5208,विश्रामागार,11,1,17,17.0,6,5,14,14.0,0,0.0,1,4,0
5209,मंदिर,5,4,9,2.25,3,2,50,12.5,49,12.25,0,2,0
5210,मन्दिर,6,4,9,2.25,4,2,50,12.5,49,12.25,1,2,0
